"PLACE_NAME_MAPPING","PLACE_NAME_GAZETTEER","ALTITUDE","COMMENTS","COUNTRY_NAME","FEATURE_TYPE_NAME","GAZ_ID","GAZETTEER","LATITUDE","LONGITUDE","NAMED_FOR","NARRATIVE","SCAR_COMMON_ID","SCAR_MAP_CAT_ID","SOURCE_COUNTRY_CODE","SOURCE_IDENTIFIER","SOURCE_NAME","SOURCE_PUBLISHER","SOURCE_SCALE","RELIC_FLAG","AUS_DISPLAY_SCALE_20M","AUS_DISPLAY_SCALE_10M","AUS_DISPLAY_SCALE_5M","AUS_DISPLAY_SCALE_2M","AUS_DISPLAY_SCALE_1M","AUS_DISPLAY_SCALE_500K","AUS_DISPLAY_SCALE_250K","AUS_DISPLAY_SCALE_100K","AUS_DISPLAY_SCALE_50K","AUS_DISPLAY_SCALE_25K","AUS_DISPLAY_SCALE_10K","AUS_DISPLAY_SCALE_5K","AUS_DISPLAY_SCALE_1K"
"Amphitheatre Peaks","Amphitheatre Peaks",,,"Australia","Peak",2070,"AUS",-68.1,48.8667,"Named from Amphitheatre Lake.","A group of peaks surrounding and extending to the east of Amphitheatre Lake, Enderby Land.  Photographed in 1956 from an ANARE aircraft and visited in November, 1958, by an ANARE airborne field party, led by G.A. Knuckey.",311,,,,,,,0,"No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Amundsen Bay","Amundsen Bay",,,"Australia","Bay",81,"AUS",-66.9167,50,"Roald Amundsen, Norwegian explorer who was first to reach the South Pole ","The eastern of two adjacent bays in the western part of Enderby Land which is 44 km wide in the north, narrowing in the south, and with a length of 88 km.  The bay was seen as a large pack-filled recession in the coastline by Sir Douglas Mawson on 14 January,1930. Seen by Captain Hj. Riiser-Larsen in charge of a Norwegian expedition during a flight on 15 January, 1930, and subsequently mapped nearer its true position by the Norwegians.  An ANARE party led by P.W. Crohn landed by aircraft in 1956.  Phillip Law led an ANARE party which landed  inside the bay from MV <i>Thala Dan</i> in February, 1958.  Named by Mawson after Roald Amundsen.",316,,"AUS",,,,,0,"No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Amundsen Bay Colony","Amundsen Bay Colony",,,"Australia","Colony",140454,"AUS",-66.78,50.56,,"A land-based colony of emperor penguins at eastern side of Amundsen Bay. Note: emperor penguin colonies may not remain in one fixed location. It appears that the colony occupies land or the adjacent compression zone of a glacier throughout the breeding season.",20474,,,,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"ANARE Nunataks","ANARE Nunataks",,,"Australia","Nunatak",1829,"AUS",-69.9666944444,64.5666944444,,"A group of ridges about 266 km SSE of Mawson, in Mac.Robertson Land.  They are mainly snow and ice covered, with exposed brown rocks forming the summits.  Heights range from 2,006 m to 2,036 m above sea level.  First visited by an ANARE party led by J.M. Béchervaise on 30 November, 1955. The name is the initials of Australian National Antarctic Research Expeditions",329,,"AUS",,,,,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Anchor Rock","Anchor Rock",25,,"Australia","Rock",2437,"AUS",-54.487144,158.932009,,"A rocky island about 3 km offshore to the west of North Head.",,,"AUS","MIvegmap,macca_contour_gis","Macquarie Island Vegetation and Drainage Structure Data Set,Mac Island Contours from AIRSAR Aug 2000","Australian Antarctic Division",25000,0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"Anchorage Island","Anchorage Island",53,"Metadata for coordinates and origin of topographic data.","Australia","Island",845,"AUS",-68.5618054962,77.9318054794,"So named because ships relieving Davis Station anchor between the island and the station.","An island about 1 km long and 0.5 km wide, approximately 2 km north-west of Davis station, Vestfold Hills.  Mapped by Norwegian cartographers from aerial photographs taken by the Lars Christensen Expedition (1936-37).",337,,"AUS","vest_hills_gis","Vestfold Hills Topographic GIS Dataset","Australian Antarctic Division",5000,0,"No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"Anchorage Patch","Anchorage Patch",0,"Metadata for coordinates and origin of topographic data.","Australia","Anchorage",5,"AUS",-68.5741999889,77.9292000476,,"A small, isolated, shoal patch within the anchorage area at Davis.  It is 1 km from Anchorage Island.  The least depth of water over the patch is 11 m.  Plotted in January 1961 by d'A.T. Gale during a hydrographic survey by the ANARE Expedition on the <i>MV Thala Dan</i> led by D.F. Styles.",338,,"AUS","vest_hills_gis","Vestfold Hills Topographic GIS Dataset","Australian Antarctic Division",5000,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Andersen Island","Andersen Island",,,"Australia","Island",846,"AUS",-67.4346,63.3662,"Captain Lars Andersen of the whaler <i>Falk</i>","A small island in the western part of the Robinson Group off Mac.Robertson Land.  Discovered by BANZARE under Sir Douglas Mawson in February, 1931; the island was also charted from the whaler <I>Thorgaut</i> about the same time.  Named after Captain Lars Andersen of the whaler <i>Falk</i> who had assisted the <i>Discovery</i> with coal.",348,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Anderson Lake","Anderson Lake",3.4,"Metadata for coordinates and origin of topographic data.","Australia","Water body",1194,"AUS",-68.608,78.1716944444,,"A lake about 2.3 km south-west of Ellis Rapids in the southern part of the Vestfold Hills.",363,,"AUS","vest_hills_gis","Vestfold Hills Topographic GIS Dataset","Australian Antarctic Division",5000,0,"No","No","No","No","No","No","No","No","Yes","Yes","No","No","No"
"Anderson Pyramid","Anderson Pyramid",,,"Australia","Peak",2071,"AUS",-70.7667,159.95,"Staff Sergeant R.J. Anderson, USA 1962-63","An ice-free pyramidal peak, about 7 km south-east of Pomerantz Tableland.  The peak was plotted from aerial photographs obtained by the US Navy in 1960-62.  Named after Staff Sergeant R.J. Anderson, USA, non-commissioned officer in charge of the enlisted detachment of the helicopter group supporting Topo East-West, 1962-63.",359,,"AUS",,,,,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Angino Buttress","Angino Buttress",,,"Australia","Buttress",230,"AUS",-78.2333,158.7,,"A prominent buttress-type mountain near the centre of the Skelton Icefalls.  Plotted from US Navy air photographs.  Named by USACAN after E.A. Angino, geologist at McMurdo Station, 1959-60.",400,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Anniversary Nunataks","Anniversary Nunataks",1132,"Location highest and central part of nunataks on the ice.","Australia","Nunatak",1779,"AUS",-68.0493055556,63.0231944444,,"A group of nunataks about 28 km east of Mount Twintop, Mac.Robertson Land.  An astrofix was obtained on one of these outcrops by D.R. Carstens, surveyor at Mawson, on 26 January, 1963, the Anniversary of the first settlement of Australia.",1440,,"AUS","fram25k","Framnes Mountains 1:25000 Topographic GIS Dataset","Australian Antarctic Division",2000,0,"No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No"
"Anton Island","Anton Island",,,"Australia","Island",951,"AUS",-66.0608333333,134.470833333,,"A small, low, ice-capped island, about 9 km NNE of Lewis Island.  Discovered from the MV <i>Kista Dan</i> in 1956 by an ANARE Expedition led by Phillip Law on 18 January, 1960.  Named after Anton Moyell, first officer of the MV <i>Magga Dan</i> in 1960.",428,,,,"Australian Antarctic Territory Coastline 2003 ","Geoscience Australia",25000,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Anxiety Nunataks","Anxiety Nunataks",,,"Australia","Nunatak",1830,"AUS",-68.5469166667,153.760861111,,"A line of nunataks on the western side of Mawson Peninsula in George V Land.  Photographed by USN Operation Highjump (1946-47), the Soviet Antarctic Expedition in 1958 and ANARE in 1959.  Rough running of the aircraft engine during the ANARE flight in the vicinity of the nunataks caused considerable anxiety to the pilot and passenger.",435,,"AUS","E113_CIR_432_1X","Landsat Image Mosaic Antarctica (LIMA)","United States Geological Survey (USGS)",25000,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"ANZAC Glacier","ANZAC Glacier",,,"Australia","Glacier",137062,"AUS",-66.8677777778,109.475555556,,"Named after the Australian and New Zealand Army Corps, formed of military units from Australian and New Zealand military units to participate in the First World War and in recognition of the camaraderie and military achievements of the many young Australians and New Zealanders who gave their lives in that conflict, including  an early casualty at Gallipoli, Lieutenant Robert Bage, Royal Australian Engineers, who was a member of the Australasian Antarctic Expedition, conducted in this region  between 1912 and 1914.",18719,,,,"LIMA - Landsat Image Mosaic Antarctica","USGS - United States Geological Survey",30000,0,"No","No","No","No","No","Yes","No","No","No","No","No","No","No"
"ANZAC Peak","ANZAC Peak",540,,"Australia","Peak",2023,"AUS",-52.9968055556,73.3074166667,,"A peak, about 715 metres high on Laurens Peninsula, Heard Island.  It was the most conspicuous feature in the area where survey was proceeding on ANZAC Day, 25 April, 1948.",,,"AUS","Satellite Cat ID 1958","World View 23/3/2008 Satellite Cat ID 1958","Worldview",5000,0,"No","No","No","No","No","No","No","Yes","Yes","No","No","No","No"
"Apfel Glacier","Apfel Glacier",,,"Australia","Glacier",572,"AUS",-66.3580555556,100.720833333,,"A glacier just south of Bunger Hills, Knox Coast, Wilkes Land.  Delineated from air photographs taken by USN Operation Highjump (1946-47).  Mapped by the Soviet Antarctic Expedition in 1956.",441,,,,,"USGS",50000,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Aramis Range","Aramis Range",,,"Australia","Range",2253,"AUS",-70.6166944444,67,,"The third range of the Prince Charles Mountains. First visited in January,1957, by the ANARE southern party, 1956-57, led by William G. Bewsher.  Named by Bewsher after a character in Dumas''s novel, ''The Three Musketeers''.",454,,"AUS",,,,,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Archangel Nunataks","Archangel Nunataks",,,"Australia","Nunatak",1841,"AUS",-69.4667,156.5,,"A group of rock outcrops about 37 km SSW of Magga Peak in Oates Land.  Photographed by USN Operation Highjump (1946-47), the Third Soviet Maritime Expedition in 1958 and ANARE in 1959.  The largest of these outcrops was called Gora Arkangel'skogo by the Soviet Expedition.",507,,"AUS",,,,,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Archer Point","Archer Point",,"Name derived from 1939 map","Australia","Point",2186,"AUS",-69.1864722222,157.621575,,"A rocky cape on the coast of Oates Land, about 9 km west of Williamson Head.  Discovered in February, 1911, by Lieut. H.L.L. Pennell, RN, in the <i>Terra Nova</i>, expedition ship of the British National Antarctic Expedition (1910-13) under Scott.  Named after W.W. Archer, chief steward of the expedition.",462,,"AUS","E103_RGB_321x1","Landsat Image Mosaic Antarctica (LIMA)","United States Geological Survey (USGS)",25000,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Ardery Island","Ardery Island",117,,"Australia","Island",847,"AUS",-66.3708055556,110.45,,"An island of the Windmill Islands off the Budd Coast, about 2 km west of Odbert Island. Delineated by air photographs taken by USN Operation Highjump (1946-47).",476,,,,"Windmill Islands 1:50000 GIS Dataset","Australian Antarctic Division",5000,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Argo Glacier","Argo Glacier",,,"Australia","Glacier",575,"AUS",-83.2833,157.6333,,"A small glacier, 28 km long, draining the southern end of the Miller Range, flowing into the Marsh Glacier.  Discovered by the northern party of the New Zealand Geological and Survey Antarctic Expedition (1961-62).  Named after the vessel sailed by Jason in Greek mythology.",496,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Argosy Glacier","Argosy Glacier",,,"Australia","Glacier",571,"AUS",-83.1333,157.6667,,"A glacier in the central part of the Miller Range, about 37 km long, flowing into the Marsh Glacier.  Discovered and named by the northern party of the New Zealand Geological and Survey Expedition (1961-62).",499,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Armonini Nunatak","Armonini Nunatak",,,"Australia","Nunatak",1842,"AUS",-71.1644444444,65.8191666667,,"A partly snow-covered, rock outcrop, about 31 km south-eastof Husky Massif and about 37 km east of Mount Hicks in the Prince Charles Mountains.  There is an area of moraine on the north-western side.  Plotted from ANARE air photographs taken in 1960. Named after G.C. Armonini, weather observer at Davis in 1962.",519,,,,"LIMA - Landsat Image Mosaic Antarctica","USGS - United States Geological Survey",25000,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Armstrong Peak","Armstrong Peak",,,"Australia","Peak",2063,"AUS",-66.4,53.3833,"J.C. Armstrong, surveyor at Mawson in 1959","The highest peak of a group, about 28 km south-east of Mount Codrington in Enderby Land.  It is about 1,470 m above sea level.  Photographed from ANARE aircraft in 1956.  An astrofix was obtained nearby, in December 1959, by J.C. Armstrong, surveyor at Mawson in 1959, after whom the feature was named.",523,,"AUS",,,,,0,"No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Arnel Bluffs","Arnel Bluffs",,,"Australia","Bluff",170,"AUS",-68.15,56.25,"R.R. Arnel, geophysical assistant at Mawson, 1958","A series of rock outcrops in a steeply-falling ice-scarp south of the Leckie Range in Kemp Land.  Plotted in December, 1959, by an ANARE dog-sledge party led by G.A. Knuckey.  Named after R.R. Arnel, geophysical assistant at Mawson, 1958.",530,,"AUS",,,,,0,"No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Arriens Glacier","Arriens Glacier",,,"Australia","Glacier",570,"AUS",-73.4611111111,68.3616666667,,"A small glacier in the Mawson Escarpment, between Casey Point and Gibbs Bluff.  Plotted from ANARE air photographs taken in 1956, 1960 and 1973. Named after P Arriens, geochronologist with the ANARE Prince Charles Mountains survey party in 1973.",535,,"AUS","LIMA_E133_CIR_432_1X","Landsat Image Mosaic Antarctica (LIMA)","United States Geological Survey (USGS)",25000,0,"No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No"
"Arrow Island","Arrow Island",22,,"Australia","Island",840,"AUS",-67.5873055556,62.7091944444,"Mapped from aerial photographs taken by the Lars Christensen Expedition (1936-37) and called Pila (The Arrow) by Norwegian cartographers.","A small island, about 1 km long, 7 km WNW of Mawson.",11256,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
